target,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33
ok,0.518811047077179,0.3892198503017425,-0.130776509642601,0.5246627926826477,0.372333824634552,-0.1068082228302955,0.5264034271240234,0.3740788102149963,-0.1069249734282493,0.527940034866333,0.3759129643440246,-0.1070029139518737,0.5173848271369934,0.3652332127094269,-0.1265936642885208,0.5135625004768372,0.3616301417350769,-0.1266520619392395,0.5095300078392029,0.3582227826118469,-0.1266273856163025,0.5229021310806274,0.3782491087913513,0.0100325364619493,0.4991151392459869,0.3550230264663696,-0.0762247443199157,0.5152795910835266,0.4087248742580414,-0.0867589637637138,0.5073147416114807,0.4003148972988128,-0.1112398356199264,0.4843141734600067,0.4542538523674011,0.1269581913948059,0.4506354331970215,0.4207479357719421,-0.1285323500633239,0.4615179598331451,0.5526009202003479,0.1550047993659973,0.4269765317440033,0.5352446436882019,-0.1586793214082718,0.4848096668720245,0.6195407509803772,0.0817188620567321,0.4833152890205383,0.5728208422660828,-0.0994213968515396,0.4903026521205902,0.6498314142227173,0.0750959441065788,0.4936416745185852,0.5969125032424927,-0.1072733476758003,0.4943908452987671,0.6432832479476929,0.0578861758112907,0.500555694103241,0.5802325010299683,-0.1017590016126632,0.4896242916584015,0.6332205533981323,0.0702899023890495,0.4926031529903412,0.5721412897109985,-0.0946560129523277,0.3965571224689483,0.6666823029518127,0.0841530486941337,0.3726981282234192,0.6623196005821228,-0.0839171484112739,0.5061859488487244,0.7086214423179626,0.0552507564425468,0.491188496351242,0.6641818881034851,-0.1687769293785095,0.4248108863830566,0.8124858736991882,0.0223183333873748,0.4069530367851257,0.8491886854171753,-0.1641629487276077,0.4014990925788879,0.8179945945739746,0.0171744730323553,0.3793487846851349,0.8706628084182739,-0.1612177640199661,0.4387896060943603,0.8775089979171753,-0.0026996321976184,0.4462579488754272,0.9179428815841676,-0.1803199499845504
ok,0.5214481353759766,0.432762086391449,-0.146304577589035,0.5247307419776917,0.4136575162410736,-0.1270949989557266,0.5261102914810181,0.4147637784481048,-0.1271931529045105,0.5274406671524048,0.4160938262939453,-0.1272504031658172,0.5172569155693054,0.4072290956974029,-0.1473835855722427,0.512931764125824,0.4040406346321106,-0.1474837511777877,0.5080843567848206,0.4008797109127044,-0.1475005000829696,0.5176788568496704,0.4142288565635681,-0.0280586313456296,0.4929361343383789,0.3978433012962341,-0.1168111264705658,0.5170851945877075,0.450052797794342,-0.1082834899425506,0.5085486769676208,0.4422244429588318,-0.1336439698934555,0.4824764728546142,0.4856819212436676,0.0732713863253593,0.4462454915046692,0.4755038619041443,-0.1634497195482254,0.4615814089775085,0.6183252334594727,0.1026723757386207,0.4171494245529175,0.5977196097373962,-0.1919606029987335,0.4832496345043182,0.659130871295929,0.0330718904733657,0.4866633117198944,0.6080189943313599,-0.1307018548250198,0.4896935820579529,0.6799799203872681,0.0236870199441909,0.4977540969848633,0.6114301681518555,-0.1356016993522644,0.494023710489273,0.6662894487380981,0.0112614631652832,0.5048608779907227,0.5899559259414673,-0.1305298507213592,0.4892125129699707,0.6599075794219971,0.0241768285632133,0.497156947851181,0.5942265391349792,-0.126070037484169,0.3952268362045288,0.7046018838882446,0.0812906771898269,0.3711439073085785,0.707708477973938,-0.0811401903629303,0.5041669011116028,0.7068371176719666,0.1000847145915031,0.4806619882583618,0.6627938747406006,-0.1429302841424942,0.4362916648387909,0.8163331747055054,0.1074380651116371,0.4255070388317108,0.8712509870529175,-0.1003947854042053,0.4164207875728607,0.8223576545715332,0.1068073734641075,0.3909778594970703,0.8906608819961548,-0.0941486656665802,0.4513057470321655,0.8648296594619751,0.0997935608029365,0.4579664766788482,0.9189875721931458,-0.1033885926008224
ok,0.5202024579048157,0.4323906302452087,-0.1443649530410766,0.5231020450592041,0.4134058952331543,-0.1255822032690048,0.5245565176010132,0.4145678579807281,-0.1256745159626007,0.5259462594985962,0.4159597754478454,-0.125724658370018,0.5153641700744629,0.4066746234893799,-0.1455758064985275,0.5108159780502319,0.4033761024475097,-0.1456798911094665,0.5057791471481323,0.4001398980617523,-0.1456937491893768,0.5165639519691467,0.4134196639060974,-0.0278609972447156,0.4906029999256134,0.3971345126628876,-0.1152465865015983,0.5161681175231934,0.44917893409729,-0.1068517491221427,0.5071884989738464,0.4414190351963043,-0.1317673921585083,0.4799652099609375,0.4848156571388244,0.0761495679616928,0.4459176957607269,0.4771595597267151,-0.1608056873083114,0.4608571827411651,0.6144746541976929,0.1106106713414192,0.4149911403656006,0.6037653088569641,-0.18341726064682,0.4834346175193786,0.6596754193305969,0.0381756611168384,0.4905502796173095,0.6063598394393921,-0.0976784825325012,0.4910552203655243,0.6820129156112671,0.0315409488976001,0.5038501024246216,0.6054978966712952,-0.1018058881163597,0.4955459237098694,0.6699780821800232,0.017348788678646,0.5073280930519104,0.5861402750015259,-0.0992714390158653,0.4901839792728424,0.6626337766647339,0.0287245102226734,0.5007515549659729,0.5868253707885742,-0.0928956866264343,0.3945085108280182,0.7033723592758179,0.0812530666589737,0.3705669343471527,0.7089196443557739,-0.0811012834310531,0.5059860348701477,0.7070232629776001,0.09103973954916,0.4810910224914551,0.6637080907821655,-0.1395336985588073,0.4358192086219787,0.8111308813095093,0.0798955634236335,0.4273874759674072,0.8696109056472778,-0.0934201925992965,0.4157721698284149,0.8184194564819336,0.0776885002851486,0.3908950090408325,0.8897649645805359,-0.0861994326114654,0.4506675004959106,0.8602937459945679,0.0730948001146316,0.4580168724060058,0.9156234860420228,-0.0896411091089248
ok,0.5187772512435913,0.4319137036800384,-0.1340792924165725,0.521900475025177,0.4128455519676208,-0.1155075803399086,0.5234376192092896,0.4139600694179535,-0.1156063973903656,0.5249043703079224,0.4152961671352386,-0.115664355456829,0.5141016840934753,0.4061607420444488,-0.1364353895187378,0.5096436142921448,0.4028491973876953,-0.136525809764862,0.5047534108161926,0.3996101915836334,-0.1365366876125335,0.5158351063728333,0.4127422273159027,-0.0200903359800577,0.4899908900260925,0.3966456949710846,-0.114420548081398,0.5149075984954834,0.4485750794410705,-0.097431756556034,0.5060266256332397,0.4408886432647705,-0.1237848401069641,0.473806083202362,0.4824943542480469,0.0819055661559104,0.4461354911327362,0.4775371551513672,-0.1537666320800781,0.4514201581478119,0.6122929453849792,0.1265149265527725,0.415480226278305,0.6083900332450867,-0.1502015888690948,0.4820777773857116,0.6598215699195862,0.0524148158729076,0.4924084544181824,0.6040410399436951,-0.0562260635197162,0.4906782209873199,0.6841869354248047,0.0464822426438331,0.5073295831680298,0.6030082702636719,-0.0592483133077621,0.4956563711166382,0.6720403432846069,0.0295401457697153,0.5104860067367554,0.5817835927009583,-0.0586917698383331,0.4898221492767334,0.6634761095046997,0.041439488530159,0.5038411021232605,0.5842820405960083,-0.0521664358675479,0.3892490863800049,0.7027140855789185,0.0811519101262092,0.3703809976577759,0.7107210159301758,-0.0810025706887245,0.5049124956130981,0.7109791040420532,0.0906859710812568,0.4816311597824096,0.6639000773429871,-0.1318208575248718,0.4306695163249969,0.8041267395019531,0.0723508968949318,0.4308153986930847,0.8658638000488281,-0.0801991149783134,0.4108868241310119,0.8101454973220825,0.0697239562869072,0.400519847869873,0.88966304063797,-0.072140447795391,0.4418402016162872,0.8496959805488586,0.0658559650182724,0.4592923820018768,0.9060338735580444,-0.0715151354670524
ok,0.5153453350067139,0.429490327835083,-0.1322231739759445,0.5185261964797974,0.4091505110263824,-0.1130543798208236,0.5198972821235657,0.4100872576236725,-0.1131596863269805,0.5212402939796448,0.4113697409629822,-0.1132345348596572,0.5112463235855103,0.4032245278358459,-0.132893830537796,0.5070880651473999,0.4002919197082519,-0.1329783648252487,0.5021533966064453,0.3971804678440094,-0.1329756081104278,0.5115101933479309,0.4096590876579284,-0.017675906419754,0.487182468175888,0.3943706154823303,-0.1072878241539001,0.5114867091178894,0.4455615878105163,-0.0960785076022148,0.5029364228248596,0.4383857250213623,-0.120825670659542,0.4742279648780823,0.4789462983608246,0.0751930028200149,0.4421716332435608,0.4753034114837646,-0.1480234265327453,0.4559584856033325,0.581196665763855,0.1133376806974411,0.4196331202983856,0.5848883390426636,-0.1877827495336532,0.4822806417942047,0.6182031631469727,0.0452114306390285,0.4918999969959259,0.5952588319778442,-0.1375979632139206,0.4893513917922973,0.6368607878684998,0.0388895757496356,0.5055312514305115,0.6028388142585754,-0.1489864289760589,0.4938027560710907,0.6244763135910034,0.0235245656222105,0.5089923739433289,0.5808735489845276,-0.1442499011754989,0.4885963499546051,0.6201891303062439,0.0350423939526081,0.5024295449256897,0.5800670385360718,-0.134076714515686,0.3881756365299225,0.7002014517784119,0.0801285505294799,0.3706043064594269,0.7064337134361267,-0.0799501538276672,0.4943730533123016,0.7112005949020386,0.1057816371321678,0.4820805788040161,0.6638668775558472,-0.101274237036705,0.4278460144996643,0.8268998861312866,0.1087778210639953,0.4342047572135925,0.8458064198493958,-0.0390774421393871,0.4066370129585266,0.8377349972724915,0.1068752110004425,0.4080418944358825,0.868689239025116,-0.0304668229073286,0.4437312185764313,0.8795221447944641,0.0988945364952087,0.4607788324356079,0.8847886919975281,-0.0255322232842445
ok,0.5143558979034424,0.4266603887081146,-0.1190243959426879,0.5175759196281433,0.4053506255149841,-0.098622478544712,0.5189974904060364,0.4063684940338135,-0.0987486317753791,0.52036452293396,0.4077729284763336,-0.0988353863358497,0.5101287961006165,0.3992946743965149,-0.1162688061594963,0.5058727860450745,0.3962976932525635,-0.1163483709096908,0.5008261203765869,0.3931919932365417,-0.1163412854075431,0.5110318660736084,0.4069361686706543,0.0017522758571431,0.4858660995960235,0.3910067677497864,-0.0777821242809295,0.5108547806739807,0.4424578547477722,-0.0815837010741233,0.5019817352294922,0.4351287484169006,-0.1039314121007919,0.4780014753341675,0.4787836968898773,0.0821755677461624,0.4384289085865021,0.4674457907676697,-0.1305348873138427,0.4603239297866821,0.5847625732421875,0.104386493563652,0.4197390973567962,0.5633088946342468,-0.242632508277893,0.4833731651306152,0.6289317607879639,0.02963980846107,0.4914416074752807,0.5787497162818909,-0.2760415077209472,0.4893603026866913,0.6500760316848755,0.0217363610863685,0.5050437450408936,0.5926145911216736,-0.2951829433441162,0.4934634864330292,0.637509822845459,0.0086345467716455,0.508733332157135,0.5711014270782471,-0.2835284769535064,0.4887920916080475,0.6320407390594482,0.0211917608976364,0.5015470385551453,0.5693967938423157,-0.2713193595409393,0.3889111876487732,0.699957013130188,0.0796556398272514,0.3703970313072204,0.7038476467132568,-0.0794471204280853,0.4965892136096954,0.7113672494888306,0.0909014120697975,0.4825024604797363,0.6581476330757141,-0.115074835717678,0.4277686476707458,0.8299991488456726,0.0837971642613411,0.4364370107650757,0.8477655649185181,-0.0884685441851615,0.4060285091400146,0.8401442766189575,0.0801009833812713,0.4119961857795715,0.8691849708557129,-0.0849010795354843,0.4454051554203033,0.8864824175834656,0.0582264587283134,0.4607765674591064,0.8908114433288574,-0.1047401055693626
ok,0.5053995847702026,0.4018209874629974,-0.1279557347297668,0.5098589062690735,0.3822334408760071,-0.1058142185211181,0.511284589767456,0.3829972147941589,-0.1059058532118797,0.5125205516815186,0.3840988278388977,-0.1060002595186233,0.5023467540740967,0.3776669800281524,-0.1214454099535942,0.4981066286563873,0.3752384781837463,-0.1214740797877311,0.4934955835342407,0.3728208243846893,-0.1214177832007408,0.5046181678771973,0.3854359984397888,0.0006242031231522,0.4805358648300171,0.3710125982761383,-0.0771128833293914,0.5023943781852722,0.4193536341190338,-0.0887908935546875,0.4937125742435455,0.4132605195045471,-0.1080507636070251,0.473700076341629,0.4625462591648102,0.083530880510807,0.4380102157592773,0.4419174194335937,-0.1214745864272117,0.4674999415874481,0.5651314854621887,0.0657195001840591,0.4219833612442016,0.5326915979385376,-0.2231669425964355,0.4862569868564605,0.5422863960266113,-0.055865678936243,0.5014156103134155,0.5075505971908569,-0.2592506110668182,0.4915162622928619,0.5438293218612671,-0.0730796307325363,0.5189881324768066,0.510283887386322,-0.2824656963348388,0.4936751127243042,0.5313228964805603,-0.0671876519918441,0.5208138823509216,0.4907607436180115,-0.2148410975933075,0.4888050258159637,0.5336421728134155,-0.0585513897240161,0.5110259056091309,0.4927800297737121,-0.2230021655559539,0.389173299074173,0.683856189250946,0.0778566598892211,0.3691747784614563,0.6841434240341187,-0.0776627212762832,0.4953439831733703,0.6869827508926392,0.0888877660036087,0.4827907681465149,0.657941460609436,-0.0955691337585449,0.4294224381446838,0.8329369425773621,0.0712150931358337,0.4345767199993133,0.8325120806694031,-0.0462582893669605,0.4067977964878082,0.8454650044441223,0.0669910013675689,0.4091229736804962,0.8529378771781921,-0.0380377918481826,0.4525088369846344,0.8874595761299133,0.0515163727104663,0.4611360132694244,0.881916880607605,-0.0320287458598613
ok,0.503218948841095,0.3975064158439636,-0.1081831604242324,0.5071299076080322,0.3786858916282654,-0.0910463482141494,0.508211612701416,0.3793067336082458,-0.091130331158638,0.5091344714164734,0.3802730739116668,-0.0911944657564163,0.5007172226905823,0.3747722506523132,-0.1068648919463157,0.4970366060733795,0.3726013600826263,-0.1069265678524971,0.4930616319179535,0.3704321682453155,-0.1068717613816261,0.5003600120544434,0.3807856738567352,0.0013966360129415,0.4806946814060211,0.3680116236209869,-0.0732040777802467,0.4998213052749634,0.4135824143886566,-0.0739131644368171,0.4927088618278503,0.4085024893283844,-0.0941086858510971,0.4654479324817657,0.4539791643619537,0.0859588608145713,0.4406122267246246,0.4362394213676452,-0.1187125369906425,0.4457164108753204,0.531099259853363,0.1198355257511138,0.4312809407711029,0.5026991367340088,-0.2254978418350219,0.4476171135902405,0.5574120283126831,0.0818017944693565,0.499057799577713,0.5114709138870239,-0.2553931176662445,0.4450884461402893,0.5704157948493958,0.0799029693007469,0.5152708292007446,0.5212868452072144,-0.2760646641254425,0.437139481306076,0.563868522644043,0.0683471336960792,0.5182735919952393,0.5061559677124023,-0.2593617439270019,0.4482516348361969,0.5581269860267639,0.0758447870612144,0.5090804696083069,0.5051862001419067,-0.2484649419784546,0.3836233615875244,0.684927225112915,0.0779663026332855,0.3691526055335998,0.6869109869003296,-0.0777784958481788,0.4888086020946502,0.6859845519065857,0.1183905452489852,0.4838676750659942,0.6602786779403687,-0.0909432768821716,0.4265647828578949,0.8312582969665527,0.1332464218139648,0.4305132627487182,0.8363651037216187,-0.0206161849200725,0.4048704206943512,0.8420884013175964,0.132743164896965,0.4019418656826019,0.8574864268302917,-0.0102867782115936,0.4519049525260925,0.8828608393669128,0.1314237713813781,0.4603209793567657,0.8844168782234192,0.0071097067557275
ok,0.4987199306488037,0.3479408621788025,-0.1283406317234039,0.5030666589736938,0.3298685848712921,-0.107345312833786,0.5048229098320007,0.3309970200061798,-0.1074844375252723,0.5063693523406982,0.3321689963340759,-0.1075590550899505,0.4952480494976043,0.3261690437793731,-0.1250344663858413,0.4911858141422272,0.3244709372520447,-0.1250984668731689,0.4869299829006195,0.3229840397834778,-0.1250820308923721,0.4995093047618866,0.338488906621933,-0.0053891446441411,0.4744549393653869,0.3254454135894775,-0.0775974094867706,0.496718555688858,0.3693805336952209,-0.0890237390995025,0.4868697226047516,0.3634378314018249,-0.1104131713509559,0.4681957960128784,0.4463724493980407,0.090429663658142,0.424717903137207,0.4171762466430664,-0.1349204331636428,0.4572674930095672,0.5478839874267578,0.047996312379837,0.4079464077949524,0.5426170229911804,-0.2229782044887542,0.465047687292099,0.589149534702301,-0.1145375669002533,0.4914737045764923,0.5276651382446289,-0.2179989963769912,0.4676910936832428,0.6098017692565918,-0.135028064250946,0.5118001699447632,0.531330406665802,-0.2340111285448074,0.4708895683288574,0.5979312062263489,-0.141464278101921,0.5153967142105103,0.5019515752792358,-0.2249798327684402,0.4651759266853332,0.5910833477973938,-0.1230320557951927,0.5059757828712463,0.5043197870254517,-0.2127483636140823,0.3895218670368194,0.6700897812843323,0.0831263959407806,0.3642247021198272,0.6634650826454163,-0.0830046311020851,0.4981436133384704,0.7070314288139343,0.0597820244729518,0.4840409457683563,0.645268440246582,-0.1339379251003265,0.4163993000984192,0.8300069570541382,0.0417851358652114,0.4293597340583801,0.834984302520752,-0.1020406931638717,0.3903834223747253,0.8355810046195984,0.0378358848392963,0.4030564129352569,0.8582621812820435,-0.0954222679138183,0.4373030960559845,0.8922316431999207,0.007488714531064,0.457789808511734,0.8974784016609192,-0.1062991693615913
ok,0.4998347163200378,0.3414892554283142,-0.1591482013463974,0.5037639141082764,0.323586642742157,-0.1367254555225372,0.5054118633270264,0.3244973123073578,-0.1368055492639541,0.5068280696868896,0.3253675401210785,-0.1368532925844192,0.4958226084709167,0.3198230862617492,-0.1533957570791244,0.4916796684265136,0.3180995583534241,-0.1534506827592849,0.4872872531414032,0.3166207671165466,-0.1534308344125747,0.499717116355896,0.3313927054405212,-0.0271023362874984,0.4739546775817871,0.3196347653865814,-0.0968422144651413,0.4971650540828705,0.3618738055229187,-0.1183215081691742,0.4876594543457031,0.3573428988456726,-0.1385300159454345,0.4640707373619079,0.4243852198123932,0.0817386358976364,0.4286510646343231,0.4182845056056976,-0.1390827745199203,0.4600639641284942,0.5251358151435852,0.0046669668518006,0.3969779908657074,0.5433769822120667,-0.1583719104528427,0.5042723417282104,0.4784843325614929,-0.1878343373537063,0.4698260724544525,0.5301624536514282,-0.0601096116006374,0.5180104970932007,0.4745214581489563,-0.2184120267629623,0.4862801432609558,0.5325832962989807,-0.0647070258855819,0.5202661156654358,0.4666756689548492,-0.2125993072986602,0.4901288449764251,0.511276125907898,-0.0665875971317291,0.5095297694206238,0.4697540402412414,-0.1937668472528457,0.4816846847534179,0.5143898725509644,-0.0563918426632881,0.3819892108440399,0.6598497033119202,0.0827549993991851,0.3636177182197571,0.6659692525863647,-0.0826366543769836,0.494607925415039,0.686486005783081,0.0930578112602233,0.4874643981456756,0.6611642241477966,-0.1024386212229728,0.4093630909919739,0.814434826374054,0.1080146059393882,0.4170041084289551,0.8369496464729309,-0.0343106351792812,0.3831330835819244,0.8214690089225769,0.1078641787171363,0.3889895677566528,0.8584572076797485,-0.0231200214475393,0.4238249659538269,0.8737913966178894,0.1060799583792686,0.4483681917190552,0.9015529751777648,-0.0059645073488354
